Year,Total index; s.a. IP,Final products and nonindustrial supplies; s.a. IP,Consumer goods; s.a. IP,Durable consumer goods; s.a. IP,Automotive products; s.a. IP,"Computers, video and audio equipment; s.a. IP","Appliances, furniture, and carpeting; s.a. IP",Miscellaneous durable goods; s.a. IP,Nondurable consumer goods; s.a. IP,Nondurable nonenergy consumer goods; s.a. IP,Foods and tobacco; s.a. IP,Clothing; s.a. IP,Chemical products; s.a. IP,Paper products; s.a. IP,Consumer energy products; s.a. IP,Business equipment; s.a. IP,Transit equipment; s.a. IP,Information processing and related equipment; s.a. IP,Industrial and other equipment; s.a. IP,Defense and space equipment; s.a. IP,Construction supplies; s.a. IP,Business supplies; s.a. IP,Materials; s.a. IP,Materials ex. energy materials; s.a. IP,Durable goods materials; s.a. IP,Consumer parts; s.a. IP,Equipment parts; s.a. IP,Other durable materials; s.a. IP,Nondurable goods materials; s.a. IP,Textile materials; s.a. IP,Paper materials; s.a. IP,Chemical materials; s.a. IP,Energy materials; s.a. IP,Manufacturing (SIC); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Wood product  (NAICS = 321); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Other manufacturing; s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric and gas utilities  (NAICS = 2211,2); s.a. IP","Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP
1953-02,19.2735,20.5173,25.7822,17.582,16.7201,,,28.2503,29.8542,,33.5372,445.0857,,,,7.9755,,,,39.2382,33.808,16.464,17.8359,,11.8707,33.3726,1.6393,,,,,,,18.688,,,,,,,,,,,,,,,,,,,,,,,,55.5045,11.6113,,
1953-03,19.4348,20.6033,25.8209,17.7561,17.254,,,28.3302,29.7175,,33.5372,444.527,,,,8.0343,,,,39.9708,33.8982,16.8092,18.0555,,11.987,33.6313,1.6728,,,,,,,18.8156,,,,,,,,,,,,,,,,,,,,,,,,55.848,11.7638,,
1953-04,19.5154,20.5746,25.7434,17.582,17.254,,,28.8489,29.8542,,33.6789,447.8775,,,,8.0441,,,,40.5202,34.0335,16.8889,18.2019,,11.9434,33.89,1.677,,,,,,,18.8922,,,,,,,,,,,,,,,,,,,,,,,,56.1915,11.8908,,
1953-05,19.6229,20.6607,25.8596,17.6815,17.6665,,,28.7292,29.9454,,33.7733,451.2282,,,,7.9951,,,,41.207,33.3122,16.9951,18.5679,,11.9434,33.2987,1.6791,,,,,,,18.9943,,,,,,,,,,,,,,,,,,,,,,,,56.9472,12.0432,,
1953-06,19.5423,20.4886,25.4725,17.01,17.1569,,,28.7292,29.8542,,33.5372,457.9296,,,,7.9461,,,,41.4817,33.0869,16.9686,18.5923,,11.7981,33.89,1.7,,,,,,,18.8411,,,,,,,,,,,,,,,,,,,,,,,,57.4967,12.1703,,
1953-07,19.7842,20.6033,25.5112,16.9105,17.5209,,,29.208,29.7631,,34.3402,448.4361,,,,8.0636,,,,41.8022,33.5376,17.0217,18.8119,,12.1032,34.3705,1.7146,,,,,,,18.9688,,,,,,,,,,,,,,,,,,,,,,,,58.1836,12.2719,,
1953-08,19.6767,20.5172,25.3563,16.7613,16.623,,,28.7691,29.6719,,34.6708,434.4751,,,,8.0343,,,,41.5275,33.4024,17.0482,18.3239,,12.016,35.0727,1.7,,,,,,,18.9433,,,,,,,,,,,,,,,,,,,,,,,,58.5958,12.2465,,
1953-09,19.2735,20.259,25.0079,16.0899,15.6281,,,27.8114,29.4896,,34.8598,423.3055,,,,7.9461,,,,41.4817,32.7713,16.942,17.8603,,11.6528,33.6683,1.6581,,,,,,,18.5348,,,,,,,,,,,,,,,,,,,,,,,,58.0462,12.2465,,
1953-10,19.1122,20.259,25.0079,15.9407,15.2398,,,27.6917,29.6263,,34.8598,414.929,,,,7.9461,,,,41.0697,32.8615,16.7827,17.2991,,11.4348,32.0422,1.6204,,,,,,,18.3561,,,,,,,,,,,,,,,,,,,,,,,,56.4663,12.2973,,
1953-11,18.6553,19.7712,24.6208,15.3687,15.0456,,,26.2553,29.3985,,34.4347,399.8507,,,,7.6717,,,,38.4141,32.3205,16.7561,16.8599,,10.9263,29.529,1.5744,,,,,,,17.8965,,,,,,,,,,,,,,,,,,,,,,,,55.5732,12.2211,,
1953-12,18.1983,19.4555,24.2337,14.8216,14.9,,,25.5769,29.0794,,33.4427,403.7598,,,,7.5444,,,,38.7346,31.5542,16.4906,16.4695,,10.7084,28.716,1.5346,,,,,,,17.437,,,,,,,,,,,,,,,,,,,,,,,,54.955,12.2211,,
1954-01,18.0639,19.3981,24.3498,14.5978,14.5603,,,24.34,29.444,,33.8206,416.6042,9.1631,52.9777,15.7648,7.319,19.2553,,,37.9562,32.1402,16.4906,16.2743,,10.1853,27.6442,1.4823,32.3623,22.9439,,,,32.3909,17.2838,,,,,,,,,,,,,,,,,,,,,,,,54.7489,12.5006,,
1954-02,18.1176,19.4555,24.6208,14.946,14.6816,,,24.4198,29.6263,,33.8678,421.6306,9.2489,53.0555,15.8242,7.2308,17.8558,,,37.6815,32.2304,16.6233,16.2499,,10.0691,27.0159,1.4571,32.2195,23.1829,,,,32.172,17.2328,,,,,,,,,,,,,,,,,,,,,,,,54.8176,12.5006,,
1954-03,18.0101,19.4555,24.6595,14.946,14.8758,,,24.4198,29.6719,,34.0568,420.5137,9.3777,53.3667,15.8242,7.1231,17.4214,,,37.1779,32.005,16.6499,16.0791,,9.793,26.3877,1.4006,31.3153,23.3148,,,,32.3909,17.1562,,,,,,,,,,,,,,,,,,,,,,,,54.8176,12.6276,,
1954-04,17.9026,19.2833,24.6595,15.12,15.2883,,,23.901,29.4896,,34.0095,411.5785,8.97,53.2111,16.1211,6.9957,16.5769,,,36.5369,32.005,16.703,16.0547,,9.7494,26.942,1.365,31.1726,23.3259,,,,32.5659,17.0285,,,,,,,,,,,,,,,,,,,,,,,,54.8176,12.7292,,
1954-05,18.0101,19.2833,24.8144,15.4184,15.8707,,,23.8611,29.5352,,34.3874,404.8768,8.97,53.9112,16.1805,6.9859,16.1667,,,35.9874,32.4107,16.6765,16.2743,,9.9528,27.829,1.3608,32.1244,23.6211,,,,32.9161,17.1562,,,,,,,,,,,,,,,,,,,,,,,,55.5733,12.7547,,
1954-06,18.0639,19.2833,24.9692,15.5179,15.9435,,,23.9808,29.6719,,34.3874,411.0199,8.9056,54.3002,16.1508,6.8977,15.3222,,,35.438,31.6444,16.8358,16.4695,,9.9964,27.9768,1.3525,32.3624,23.6492,,,,33.5289,17.2328,,,,,,,,,,,,,,,,,,,,,,,,56.7411,12.8563,,
1954-07,18.0907,19.226,25.0466,15.3438,15.4339,,,24.1006,29.9454,,34.7653,421.0717,8.6695,54.5336,16.1805,6.8781,14.8637,,,35.3007,31.5993,16.6499,16.5427,,10.0836,26.979,1.3818,33.1238,23.9442,,,,33.31,17.1817,,,,,,,,,,,,,,,,,,,,,,,,56.6036,12.9579,,
1954-08,18.0639,19.2259,25.0854,15.4682,14.7302,,,24.34,29.9454,,34.4819,422.7473,9.1202,55.3116,16.0914,6.8389,15.0085,,,34.5681,31.419,16.7561,16.4451,,10.0109,27.1268,1.365,32.7431,24.0942,,,,33.0474,17.1051,,,,,,,,,,,,,,,,,,,,,,,,55.1611,12.9833,,
1954-09,18.0908,19.4268,25.3176,15.5677,14.6331,,,25.0183,30.2644,,34.6236,423.3057,9.4421,55.0004,16.3883,6.7605,15.3463,,,34.2018,32.9967,17.2341,16.3231,,9.8511,26.1659,1.3671,32.3148,24.0917,,,,33.1787,17.2328,,,,,,,,,,,,,,,,,,,,,,,,54.4055,13.1104,,
1954-10,18.3058,19.5416,25.3951,15.7915,14.536,,,25.2976,30.3556,,34.5764,425.5396,9.5494,54.9226,16.7446,6.7409,14.357,,,33.8813,34.0785,17.42,16.6647,,10.0545,27.7551,1.3608,32.8383,24.529,,,,33.5727,17.4115,,,,,,,,,,,,,,,,,,,,,,,,54.955,13.3644,,
1954-11,18.6015,19.7999,25.937,16.2391,15.1913,,,25.8164,30.857,,34.9543,439.5009,9.5494,55.4672,16.9821,6.8683,14.6466,,,33.6982,34.3941,17.659,16.9819,,10.3597,28.6051,1.3755,33.9804,24.8657,,,,34.0104,17.7178,,,,,,,,,,,,,,,,,,,,,,,,56.0541,13.5169,,
1954-12,18.8434,19.972,26.4015,16.8608,16.9385,,,26.4548,31.1304,,35.1432,450.1114,9.6996,55.3893,17.0414,6.8879,15.3946,,,33.1945,34.7096,17.898,17.2747,,10.6212,29.7138,1.4006,34.7419,25.1963,,,,34.2292,17.9731,,,,,,,,,,,,,,,,,,,,,,,,56.7411,13.6185,,
1955-01,19.2735,20.3164,26.9822,18.0545,19.1468,,,27.971,31.2672,,35.3794,450.1117,9.8069,55.3115,16.9227,6.9369,15.3946,,,32.9656,35.2055,18.0307,17.8847,,11.1007,31.9682,1.4174,36.2172,25.5766,,,,35.1485,18.4071,,,,,,,,,,,,,,,,,,,,,,,,58.3897,13.5677,,
1955-02,19.5154,20.4312,27.0984,18.2535,19.6321,,,28.0508,31.2672,,35.0015,451.2286,10.0,55.7005,17.4571,7.0447,14.4053,,,32.9656,35.7013,18.2432,18.3239,,11.4784,34.1487,1.4383,37.0263,26.0797,,,,35.805,18.6114,,,,,,,,,,,,,,,,,,,,,,,,59.5575,13.8726,,
1955-03,19.9724,20.8042,27.6016,18.7508,20.166,,,28.9287,31.7686,,35.7572,457.3714,10.0429,56.2451,17.3977,7.1133,15.4187,,,32.7825,36.8733,18.7477,18.8119,,11.8707,36.1075,1.453,38.3113,26.6049,,,,35.805,19.0454,,,,,,,,,,,,,,,,,,,,,,,,59.3514,14.0759,,
1955-04,20.2143,21.0051,27.7952,19.0493,20.6514,,,29.1681,31.9509,,36.0879,460.1636,10.1288,56.5562,17.4571,7.3582,17.5421,,,32.7366,37.1438,18.6681,19.1779,,12.1759,37.0314,1.4802,39.3583,26.7876,,,,36.4178,19.3262,,,,,,,,,,,,,,,,,,,,,,,,60.5879,14.2029,,
1955-05,20.5369,21.2633,28.1823,19.5466,21.4036,,,29.6469,32.2243,,36.513,464.0726,10.1502,56.7118,17.4571,7.466,18.5314,,,32.7367,37.2791,18.9602,19.5438,,12.5246,38.6945,1.5032,40.3578,27.2154,,,,36.6804,19.6581,,,,,,,,,,,,,,,,,,,,,,,,60.9314,14.2791,,
1955-06,20.5638,21.292,27.95,19.1487,19.8263,,,30.1257,32.1332,,36.0879,464.0727,10.2575,57.3342,17.4868,7.5542,17.4938,,,32.4162,37.9552,19.1195,19.5926,,12.3938,37.0684,1.5074,40.4529,27.428,,,,37.2057,19.6836,,,,,,,,,,,,,,,,,,,,,,,,61.8244,14.3045,,
1955-07,20.7251,21.3207,28.0275,19.4223,21.2823,,,30.1257,32.0876,,36.1824,457.3712,10.2146,57.5676,17.6352,7.5738,18.0488,,,32.3704,38.0003,19.0929,19.8366,,12.5972,38.4727,1.5283,40.6433,27.5706,,,,37.906,19.7602,,,,,,,,,,,,,,,,,,,,,,,,61.8931,14.3553,,
1955-08,20.6982,21.292,28.1049,19.3974,21.2095,,,29.8863,32.1332,,36.3241,455.696,10.1288,57.8009,17.754,7.6227,17.711,,,32.1414,38.0003,18.9336,19.8122,,12.6844,38.1032,1.5325,41.3096,27.4801,,,,37.906,19.7602,,,,,,,,,,,,,,,,,,,,,,,,62.6487,14.711,,
1955-09,20.8326,21.4642,28.2598,19.472,21.2095,,,30.3651,32.4067,,35.9934,466.865,10.7082,57.2564,18.0805,7.6717,18.5073,,,32.233,38.2257,19.3585,20.0318,,12.8006,37.1053,1.5472,42.3566,27.9264,,,,37.9936,19.8624,,,,,,,,,,,,,,,,,,,,,,,,63.1983,14.9143,,
1955-10,21.182,21.8659,28.8017,19.5963,21.1124,,,30.7641,33.2271,,37.1271,473.5667,10.9228,58.1899,18.4665,8.0245,19.0381,,,32.0957,38.2257,19.5178,20.2514,,12.8588,37.1423,1.589,42.4042,28.35,,,,38.4751,20.1432,,,,,,,,,,,,,,,,,,,,,,,,64.2287,15.0667,,
1955-11,21.2358,21.9807,28.8791,19.3974,20.2874,,,31.243,33.5005,,37.316,478.5922,11.0944,58.8123,18.615,8.0636,19.0622,,,32.0499,38.6764,19.8365,20.1538,,12.7571,35.9597,1.5974,42.3566,28.1852,,,,38.694,20.1943,,,,,,,,,,,,,,,,,,,,,,,,64.5034,15.1938,,
1955-12,21.3164,22.0955,29.034,19.3228,19.2682,,,31.6819,33.774,,37.5522,488.0861,11.2232,58.5011,18.7634,8.2008,18.9174,,,32.1415,38.9018,19.6772,20.3002,,12.7425,34.7031,1.6204,42.7849,28.8103,,,,39.438,20.4495,,,,,,,,,,,,,,,,,,,,,,,,64.2974,15.3716,,
1956-01,21.4508,22.2103,29.0727,19.1239,18.346,,,31.1631,33.9563,,37.8356,490.8784,11.0086,59.0456,18.9712,8.2596,18.5073,,,31.7752,39.5329,19.863,20.3978,,12.8442,36.9944,1.6225,42.2138,28.726,,,,38.9566,20.3474,,,,,,,,,,,,,,,,,,,,,,,,64.5034,15.4225,,
1956-02,21.2627,22.239,28.9953,18.7757,17.1812,,,31.3228,34.0475,,38.0718,488.0861,11.2017,58.2677,19.0603,8.3772,19.4966,,,31.4547,39.3977,19.8896,20.0074,,12.4083,32.5965,1.6225,41.7855,28.7366,,,,38.9566,20.2453,,,,,,,,,,,,,,,,,,,,,,,,64.0912,15.6003,,
1956-03,21.2627,22.2677,28.9566,18.8254,17.2297,,,31.1632,34.0475,,37.9301,481.3849,11.3734,58.7344,19.2978,8.4752,19.955,,,30.8137,39.3075,20.0224,19.9342,,12.2776,31.6356,1.6121,41.7379,28.7602,,,,39.263,20.2198,,,,,,,,,,,,,,,,,,,,,,,,64.9843,15.7019,,
1956-04,21.424,22.4399,29.0727,19.099,17.2054,,,31.4425,34.0475,,37.8828,471.8914,11.7597,59.4346,19.5353,8.7201,20.3894,,,30.9968,39.1272,20.2614,20.0806,,12.3648,28.7529,1.6832,43.0705,28.9993,,,,39.2192,20.5006,,,,,,,,,,,,,,,,,,,,,,,,66.3581,15.829,,
1956-05,21.2358,22.325,28.9178,18.6513,16.0649,,,31.2828,34.1386,,37.7884,473.0078,11.6953,59.5902,19.6838,8.6907,20.51,,,31.0884,38.5863,20.102,19.7146,,12.016,27.6442,1.6791,41.6427,28.7259,,,,39.4818,20.2453,,,,,,,,,,,,,,,,,,,,,,,,65.4651,16.0322,,
1956-06,21.0476,22.239,28.8404,18.2037,15.895,,,31.1233,34.2298,,37.9301,469.0986,12.0816,59.668,19.8322,8.7201,20.8961,,,31.0884,38.1355,20.0224,19.4462,,11.7981,27.2746,1.6853,40.3578,28.2896,,,,39.4818,20.0921,,,,,,,,,,,,,,,,,,,,,,,,65.4652,16.0068,,
1956-07,20.4025,22.2103,28.9178,18.2286,15.9193,,,31.2031,34.3666,,38.0718,469.6569,12.3605,59.9792,19.7728,8.7201,21.3063,,,31.0884,36.1521,20.1286,17.8847,,10.0545,27.3485,1.5388,31.2677,27.9882,,,,38.5188,19.2752,,,,,,,,,,,,,,,,,,,,,,,,61.893,15.9052,,
1956-08,21.2358,22.4972,29.0727,18.2286,15.9435,,,31.1632,34.5945,,38.6386,470.2156,12.2747,60.3682,19.6837,8.8279,21.6441,,,31.4547,38.0003,20.1817,19.5194,,11.8998,30.4899,1.6895,39.3583,28.1942,,,,39.8758,20.1687,,,,,,,,,,,,,,,,,,,,,,,,65.1217,15.8798,,
1956-09,21.7197,22.5259,29.034,17.955,15.5067,,,30.5247,34.64,,38.5914,475.8005,12.2318,59.9792,19.7135,8.8671,21.3787,,,31.7752,38.992,20.1551,20.5686,,13.1058,35.1835,1.7649,43.3084,28.4842,,,,39.9633,20.5006,,,,,,,,,,,,,,,,,,,,,,,,65.8773,15.9052,,
1956-10,21.9078,22.6981,29.2662,18.1788,16.3318,,,30.9238,34.8679,,39.1582,475.2416,12.0816,61.6129,19.7134,8.9357,22.561,,,32.5993,38.7215,20.3145,20.8858,,13.3964,38.5097,1.7712,43.1657,28.6935,,,,39.6131,20.7048,,,,,,,,,,,,,,,,,,,,,,,,66.0147,16.083,,
1956-11,21.7197,22.6981,29.1114,17.9302,16.4531,,,30.804,34.7767,,39.111,469.0986,12.1459,62.0796,19.8619,9.0826,23.4538,,,33.103,38.406,20.3145,20.4222,,12.8733,34.1857,1.7649,42.4518,28.5497,,,,39.7007,20.6282,,,,,,,,,,,,,,,,,,,,,,,,66.1521,16.1847,,
1956-12,22.0422,22.9851,29.3437,18.6762,17.7878,,,31.2031,34.6856,,38.7331,466.3064,12.382,62.8575,19.9213,9.1904,24.3224,,,33.8355,39.1272,20.4472,20.7882,,13.2511,38.0662,1.7691,42.4042,28.7761,,,,39.6131,20.9346,,,,,,,,,,,,,,,,,,,,,,,,65.1217,16.2609,,
1957-01,21.9616,23.0998,29.5372,18.7259,18.1276,,,31.2429,34.8679,,38.3552,470.774,12.7682,62.9353,20.0994,9.3178,25.2152,,,33.9729,38.5412,20.5004,20.3978,,12.7135,33.6313,1.7544,41.9758,28.8174,,,,40.0509,20.858,,,,,,,,,,,,,,,,,,,,,,,,65.3964,16.4388,,
1957-02,22.1766,23.3581,29.8856,19.0492,18.4431,,,31.5223,35.2326,,38.8748,480.2678,12.7468,63.7133,20.3072,9.5235,26.3252,,,34.156,39.7132,20.5535,20.5198,,12.8297,34.6661,1.7586,41.9283,28.7801,,,,40.6636,21.1389,,,,,,,,,,,,,,,,,,,,,,,,66.4955,16.6166,,
1957-03,22.1498,23.3581,29.9631,18.9498,17.9334,,,31.3627,35.4605,,39.1582,480.2676,13.176,64.0245,20.2182,9.4745,26.4941,,,34.1102,39.0821,20.4207,20.4466,,12.6844,34.0009,1.7481,41.5475,28.8277,,,,41.0576,21.0623,,,,,,,,,,,,,,,,,,,,,,,,67.1138,16.642,,
1957-04,21.8541,23.0998,29.6534,18.4275,17.1326,,,31.2828,35.3237,,38.5914,484.7352,12.7468,63.8689,20.4557,9.2884,25.8426,,,34.2018,38.2257,20.4738,20.1782,,12.5101,33.4465,1.7209,40.9764,28.4264,,,,40.9701,20.7814,,,,,,,,,,,,,,,,,,,,,,,,66.6329,16.7691,,
1957-05,21.7734,22.9851,29.7308,18.328,17.254,,,31.243,35.4149,,38.7803,478.0339,13.0472,63.6355,20.7822,9.1218,25.722,,,33.6982,38.0454,20.6331,20.0806,,12.3357,33.0769,1.6979,40.4529,28.5176,,,,40.9263,20.6538,,,,,,,,,,,,,,,,,,,,,,,,66.2208,16.8961,,
1957-06,21.8272,23.0999,29.8469,18.6265,18.0063,,,30.9636,35.506,,38.9692,483.0599,12.7897,63.8689,20.7822,9.161,26.7595,,,33.8813,38.3158,20.4472,20.1782,,12.5391,33.6313,1.7167,41.0716,28.2939,,,,40.3135,20.807,,,,,,,,,,,,,,,,,,,,,,,,65.6025,16.8961,,
1957-07,21.9616,23.1572,29.9631,18.4524,17.5937,,,30.7242,35.8251,,39.914,479.1508,12.9614,64.2578,20.6932,9.2002,27.2662,,,33.515,38.406,20.5535,20.3002,,12.6989,33.7422,1.7209,42.071,28.1987,,,,40.0946,20.8069,,,,,,,,,,,,,,,,,,,,,,,,65.8773,17.1756,,
1957-08,21.9616,23.2146,30.1179,18.9498,18.2246,,,31.6819,35.7339,,39.1582,481.943,13.0258,63.7911,21.0791,9.1806,27.8453,,,33.5608,38.0904,20.5269,20.349,,12.7716,33.5943,1.7209,42.4518,28.6954,,,,39.7444,20.8325,,,,,,,,,,,,,,,,,,,,,,,,65.8086,17.2772,,
1957-09,21.7734,23.0711,30.1179,18.9,17.9092,,,31.8415,35.7795,,39.2999,482.5016,13.1116,64.0244,21.0791,9.063,27.025,,,32.874,37.865,20.5269,20.0806,,12.4665,33.4835,1.6895,41.024,28.6973,,,,39.6131,20.6538,,,,,,,,,,,,,,,,,,,,,,,,64.9843,17.1248,,
1957-10,21.4508,22.6981,29.6534,18.2037,17.254,,,30.4449,35.506,,38.8748,465.1896,13.5837,63.8689,21.1088,8.8181,25.5772,,,32.0957,37.4143,20.2879,19.7634,,12.1468,33.9639,1.6309,39.5011,28.4579,,,,39.0879,20.2708,,,,,,,,,,,,,,,,,,,,,,,,64.0913,17.201,,
1957-11,20.9401,22.3538,29.576,18.154,17.1326,,,30.006,35.3237,,38.5441,457.9296,13.691,64.1023,21.376,8.5927,24.5879,,,30.9968,36.9635,20.102,19.0559,,11.5366,32.3009,1.5597,37.2643,28.1285,,,,38.2562,19.8368,,,,,,,,,,,,,,,,,,,,,,,,62.1679,17.4043,,
1957-12,20.5369,22.1242,29.3824,17.3582,15.8707,,,29.4873,35.6428,,39.2999,453.4621,13.8841,64.0245,21.376,8.3282,22.6817,,,30.7679,36.3775,20.0224,18.4215,,10.9408,29.4182,1.5011,35.7889,27.7593,,,,37.337,19.4283,,,,,,,,,,,,,,,,,,,,,,,,61.5496,17.3534,,
1958-01,20.1606,21.8372,28.9952,16.6619,14.8515,,,29.0883,35.5516,,39.111,450.6698,13.8412,64.4134,21.1979,8.1616,22.3197,,,31.1342,35.9267,19.9427,17.8847,,10.4614,27.7181,1.4446,34.3612,27.6311,,,,36.8118,19.0199,,,,,,,,,,,,,,,,,,,,,,,,60.4505,17.3788,,
1958-02,19.7305,21.5503,28.8017,16.065,14.0022,,,28.4498,35.5972,,39.2054,452.3451,13.7554,64.4134,21.376,7.8677,20.4135,,,31.3631,34.7547,19.8896,17.2991,,9.9383,25.9811,1.3943,32.6479,27.3432,,,,36.4616,18.5859,,,,,,,,,,,,,,,,,,,,,,,,59.6262,17.4551,,
1958-03,19.4885,21.3781,28.5694,15.5428,12.8373,,,28.1306,35.5972,,39.111,448.9944,13.8198,64.4134,21.4057,7.7011,19.9792,,,32.0041,34.5744,19.9161,16.8599,,9.6477,24.8724,1.3671,31.6485,27.1064,,,,34.8858,18.3816,,,,,,,,,,,,,,,,,,,,,,,,56.6723,17.4805,,
1958-04,19.166,21.2059,28.2597,14.9211,12.0608,,,27.8114,35.5516,,39.4888,438.3839,13.6266,64.3356,21.4354,7.5444,18.8209,,,32.5077,34.1236,19.7834,16.4451,,9.3135,23.3941,1.3294,30.9346,26.4055,,,,34.5794,18.0753,,,,,,,,,,,,,,,,,,,,,,,,55.5732,17.3534,,
1958-05,19.3541,21.3781,28.6855,15.4682,13.2741,,,27.6518,35.8707,,39.8195,451.7868,13.5837,64.7246,21.5245,7.3582,18.3142,,,32.874,35.2956,19.7303,16.6403,,9.4298,23.5419,1.3211,31.6009,26.8789,,,,34.7983,18.2795,,,,,,,,,,,,,,,,,,,,,,,,55.5046,17.4297,,
1958-06,19.8649,21.8085,29.2663,15.9158,13.7352,,,27.9311,36.4632,,40.4336,462.3973,14.0558,65.2692,21.7917,7.3582,17.7834,,,33.7897,36.693,19.9693,17.3479,,9.9673,24.7985,1.3504,33.9329,27.5425,,,,35.6737,18.8412,,,,,,,,,,,,,,,,,,,,,,,,57.6341,17.6075,,
1958-07,20.1606,21.8946,29.6921,16.1396,13.5653,,,28.0508,36.919,,40.9059,470.7742,14.2919,65.347,21.762,7.4072,18.2418,,,33.8355,36.4676,19.9958,17.7871,,10.1708,25.4267,1.3399,34.9323,28.0506,,,,36.9431,18.9943,,,,,,,,,,,,,,,,,,,,,,,,59.4888,17.6837,,
1958-08,20.5638,22.1816,29.8082,16.438,13.711,,,28.2105,36.9646,,40.5753,473.5666,14.5064,65.9693,21.9104,7.5346,18.7727,,,34.156,38.0904,20.2614,18.3483,,10.5921,26.4985,1.3901,36.5028,28.6899,,,,38.2124,19.4028,,,,,,,,,,,,,,,,,,,,,,,,61.6183,17.887,,
1958-09,20.752,22.1816,29.4598,15.319,10.5077,,,28.9287,37.1469,,40.5753,484.1773,14.6567,66.3583,21.9995,7.6031,18.4831,,,34.385,38.1806,20.5003,18.7875,,10.8682,25.9072,1.4446,38.0733,29.4615,,,,38.9128,19.5815,,,,,,,,,,,,,,,,,,,,,,,,62.6487,18.0649,,
1958-10,20.9939,22.3538,29.7308,16.065,11.5754,,,29.5671,37.1925,,40.3391,488.6448,14.4421,66.6695,22.0292,7.7011,19.0381,,,34.3392,38.1355,20.819,19.1047,,11.1152,25.9072,1.4488,39.5487,29.911,,,,38.6502,19.6836,,,,,,,,,,,,,,,,,,,,,,,,62.58,18.1665,,
1958-11,21.6121,23.0711,31.1631,18.8254,17.351,,,29.8863,37.6026,,40.8587,495.9042,14.6567,66.9807,22.2073,7.8383,21.451,,,34.6139,39.6231,21.0049,19.6414,,11.6092,29.6399,1.5179,39.8342,30.4796,,,,38.5626,20.424,,,,,,,,,,,,,,,,,,,,,,,,62.4426,18.2681,,
1958-12,21.639,23.1285,31.318,18.9,17.9092,,,29.9661,37.6482,,40.7642,493.6705,14.7854,67.4474,22.4151,7.8971,21.065,,,34.6597,39.1272,20.819,19.6902,,11.6964,30.3791,1.5325,39.5963,30.1716,,,,38.9566,20.4751,,,,,,,,,,,,,,,,,,,,,,,,62.7861,18.5222,,
1959-01,21.9616,23.3868,31.6664,18.9498,17.9092,,,30.6843,38.1496,,40.9532,507.0735,15.1502,68.2253,22.9199,8.0538,21.1615,,,34.797,39.8935,21.3767,20.0318,,11.987,31.4508,1.5828,40.4053,30.6611,,,,38.8253,20.8325,,,,,,,,,,,,,,,,,,,,,,,,62.6487,18.8017,,
1959-02,22.3917,23.7024,31.8987,19.0492,17.2054,,,30.9636,38.5142,,41.7089,505.3981,15.4507,68.5365,22.7714,8.1616,21.6199,,,34.4765,40.9754,21.5891,20.6662,,12.5391,32.9661,1.6393,42.4042,31.198,,,,39.3067,21.2154,,,,,,,,,,,,,,,,,,,,,,,,63.0609,18.9287,,
1959-03,22.7142,23.8459,31.8987,19.4223,18.2975,,,31.1233,38.3319,,41.4255,497.58,15.4077,69.0033,23.0386,8.2498,21.0891,,,34.6139,42.0122,21.7219,21.203,,13.0331,34.4444,1.6853,44.1651,31.6666,,,,39.3505,21.5473,,,,,,,,,,,,,,,,,,,,,,,,63.1982,19.0812,,
1959-04,23.1981,24.1903,32.4019,19.5466,18.346,,,31.642,38.97,,42.0396,511.541,15.8155,69.859,23.0683,8.4654,22.0302,,,34.8428,43.2293,21.7219,21.7886,,13.4254,35.7379,1.7377,45.3549,32.6474,,,,40.0071,22.0069,,,,,,,,,,,,,,,,,,,,,,,,65.053,19.2082,,
1959-05,23.5476,24.3911,32.5567,19.9445,18.6857,,,31.9612,38.97,,41.7089,517.1254,15.558,70.1702,23.1574,8.7397,22.5369,,,35.1175,43.5899,21.8016,22.3498,,13.8904,36.0705,1.7921,47.4013,32.9407,,,,40.8825,22.3132,,,,,,,,,,,,,,,,,,,,,,,,66.4956,19.4877,,
